,SPY,QQQ,TSLA,AAPL,NVDA,TLT,IEF,BND,EURUSD,USDJPY,GBPUSD,GLD,USO,DBA,CDX_IG,CDX_HY
2024-05-27,100.04888855983329,97.14596322839822,100.60602928198732,98.81990315482362,100.63765835355154,95.95596536971142,98.08462008671933,99.01339414452873,99.05335684932261,98.0178589535132,101.86533652881438,103.90090737443872,100.85727390035515,102.02687984426501,102.12125810559958,100.05351099543856
2024-05-28,99.15849103959115,96.72433100869031,100.52712138969262,98.17541998429726,99.82643312061701,96.21584559363716,97.76455404893953,99.02368216372092,99.15411294355746,98.60109692836109,101.681407092076,104.23757951640688,100.67018854431116,102.01280230749926,102.35334713903217,100.09742209299148
2024-05-29,99.02308258820479,96.99962124976106,100.14547980157158,97.79328008475578,99.82376621267804,96.17929793532105,97.65631920906075,99.00943505580419,99.72386359690624,98.85460330234498,101.73013894104454,103.98475661059483,99.9863219712755,101.7769781803779,102.31949371687918,100.36008955366817
2024-05-30,98.848497841397,96.79560318324236,100.24316744649242,98.17110320862483,99.86817912156131,95.75743917716896,97.10518145299861,98.67683458262174,99.00048927996164,98.38750070293204,101.40472599131536,104.31412245968932,100.19012735099915,102.4538608932194,102.32788572663425,99.67416992672956
2024-05-31,99.74505190935332,96.87625431012378,100.68389577504465,97.57906079047193,99.81503255606462,95.08379951208109,96.54966415417604,97.34303134550736,99.35468725094657,99.31706167733748,102.37370330720717,104.45920536433601,101.0938286980527,102.10490442849311,101.75090151549287,98.6207983841368
2024-06-03,100.01136914613676,95.87613470394308,99.58950291312317,96.15084339963461,99.96175311089073,95.23405232372737,96.57492888904177,98.22565382271628,99.705809828866,99.35752446958098,102.4880921666705,104.11472332655,100.9437979508305,101.723665614491,102.33262814234311,98.12303607541446
2024-06-04,99.69225659299423,96.3735831527417,99.6772584481034,96.1438271058657,100.94670990597292,95.22468140306125,96.93148324328764,98.46230523893044,99.04838245175323,99.34896155697665,101.0698824520393,104.64962134099203,99.8344322776933,102.83961507438573,102.0868106750894,98.15272053014581
2024-06-05,100.58371798168378,95.7436424440312,99.27650036171369,96.36649663981149,99.77658940142608,95.22251343682669,96.5414560428724,98.71572296752372,98.3069808909793,99.83711501037612,101.24161761650487,104.72910228420365,100.19564864601922,103.35288053112627,102.56387389449979,98.29442504975627
2024-06-06,101.02730992804479,95.56431220817683,98.94871168880452,96.76984458144892,99.66432196664523,96.28137519152975,96.30296890688699,98.65508651606196,97.91128194436874,99.98742177968381,101.03485727022799,105.73437705658067,100.58196860781534,102.07495720915787,102.6057342682109,98.70962338580793
2024-06-07,101.06721960734166,95.41240763156507,100.08751683315755,96.27464923820914,97.94893559135033,95.75652089448148,96.96075709259475,98.43300146399125,97.55221963188393,100.24427154457751,100.96002954638988,104.92128439946701,99.75616114762077,101.76050690882903,102.61763001852,99.35841842326035
2024-06-10,100.92758960571663,96.02084969528985,100.21101106842187,96.05104897410457,97.4127687650754,95.09682015945037,97.38907024733348,98.51439589614066,97.87836731324249,101.57029151578469,100.7308627249866,104.5792419387001,99.88014646170556,100.84821233384116,102.34707886077001,98.8144025746031
2024-06-11,100.35079514576941,95.30275515474388,100.03519396445925,96.50105143725233,98.05504751054566,95.49837495619016,98.44600610061688,97.79154850745698,97.58222885368552,101.43551703085049,101.14245798235845,104.68865502278122,100.1271931529446,100.37619063350583,101.67486834471681,98.96741650181775
2024-06-12,99.98501917257728,93.60712955320469,99.79975417982232,95.43120681609912,97.31886212782447,95.67398802786528,99.40451937505824,99.18251276253254,97.02487978250699,101.46073409858111,101.56329725692386,104.95580627414517,99.99510503206277,98.74686055452379,101.16371147698841,99.72372679687255
2024-06-13,100.72032337945924,93.8993747218556,100.34283364831471,95.44517539488834,97.10509969881454,95.5373157640639,99.98949722103966,98.58720520100772,96.73704970658345,101.51324895450729,101.71600735671208,105.13520357927494,99.66968226570833,98.71242874197314,100.629762037394,100.04705646622045
2024-06-14,101.736586758573,94.85321543255016,100.7512170050585,95.59719903920282,97.17165911426441,94.7014303153635,98.90839512155026,97.73926887146507,97.37324083409298,101.90980957767577,101.64129904526062,105.43824873690362,100.12568630362576,98.14952844407762,100.43997970123763,99.77311516927239
2024-06-17,102.55173270926451,95.43725499371428,100.96572524776116,95.84603150311449,98.18445783296207,94.94470742950216,99.58924116327472,97.77690754899588,97.30373925100267,101.26129366118057,101.54113798949129,104.68878738577155,99.97066691187472,98.18374098991886,100.63081099433973,100.46861535145821
2024-06-18,102.15436379351462,95.39529534176503,101.87618090050276,95.44534832962196,97.04430467708889,95.56220678634473,99.45022834563456,98.32228779237477,97.24356096022734,100.23058862178434,101.5792843835276,104.19562915442648,99.18379553228756,97.37209091930725,101.05298007853018,100.46332651927136
2024-06-19,101.70718038925256,95.31690339035322,101.60973993403543,95.58531115598998,96.79484453302351,95.78679494775656,99.05482267027878,98.23830380950483,97.23630270373246,99.87605992926963,101.22065684347015,104.44545524660494,98.21708891964586,97.44098185283715,100.73343267423358,99.92666212165271
2024-06-20,101.74318472669172,95.63349727160137,101.65367106918188,94.37264918446728,97.41324918201697,96.46539305927926,99.34654640323399,97.79863777084789,97.80433112920754,99.15042381326289,101.44958056803337,103.60560412589182,98.83706454847412,97.22669605300364,100.39768330761439,100.13252176373425
2024-06-21,100.70110359262773,94.98992648541783,100.77903492674507,93.91829992015029,98.01074528004156,95.76876521595146,99.77951326563985,98.34642070746983,97.4141291047266,98.95524585405408,101.65761013318426,103.24744423820738,99.0275956150182,97.90771775991807,99.86514802391575,100.40068781507078
2024-06-24,100.9323197815273,95.28899305272431,101.16872051807823,94.20228345520813,98.08663943815294,95.27399258336126,100.07809782629586,98.75163895107131,98.05157199083949,99.2161364952452,102.43796443284103,103.48649371446268,99.10722684380244,98.61580100156026,100.09621626981904,100.62115696761494
2024-06-25,100.81319303024074,95.50036761888127,100.65659043956019,93.69373803036713,97.41874892581387,93.62449258958759,99.3711901054222,98.77290009608805,98.20822247781605,98.68660304016763,103.13904367447213,103.05630933090634,98.81033828318864,98.98177828360794,100.82003705753124,100.09310686764483
2024-06-26,100.50446837666823,95.9361798562122,100.34008690682492,93.64431662744094,98.31576905793482,93.07501178948921,99.58914118995737,98.98793386831628,98.15648446976407,97.93846392418136,102.81433413982568,103.93680340360707,98.48786267506804,98.79935020533003,101.4779123652697,100.12150833968798
2024-06-27,99.76870352536234,97.30802575295652,100.2203271844097,93.92203136000838,99.18437393339815,93.94565018095568,99.63798005238537,100.51134406709843,99.31226243342726,98.09692596709485,103.15449713172981,104.44065658341796,98.05391907472568,99.80952301139418,101.84398924345119,100.31975682408645
2024-06-28,99.99554595917596,97.43781171679137,100.44858434474999,93.73950649891489,99.41672294155116,94.25558117530147,99.77577720687243,101.60226127508139,98.75211018207519,98.5563256314532,102.62637719686786,103.48003406888095,97.77215248624724,99.00273794114372,102.39991874393158,100.78258133687872
2024-07-01,99.84434459055294,97.35920690907386,101.39108942710344,93.92679451520576,99.30139678056963,94.05014127868918,99.57555017538814,101.26467337347376,98.63472800903101,97.66950115286951,103.0437561327215,103.18454553445584,96.85931120899994,98.36964455454009,102.95822257043541,100.8470885526551
2024-07-02,99.20507674971488,97.27339710204559,100.63700467268899,93.4176499406119,99.15488628286549,94.11673476237922,99.52990390578414,102.14411931646165,98.00845128860733,98.09863309211279,102.75660175758674,101.98625085953836,96.4905308348633,98.31813459074901,103.15148791408828,101.28653830833659
2024-07-03,97.51404749973128,96.07860566717031,100.17279976366645,93.03015042396929,98.50632349748506,94.05358784498314,100.13638459834422,102.54487743369805,98.40980316784312,98.59507065812443,102.16316971588255,101.55818490728346,96.29180187382258,99.39306345033168,103.47804255647969,101.29818919797604
2024-07-04,97.78441357171185,96.11765222439485,100.54681228376481,93.60453203054037,99.30199820901944,93.85169972257816,99.39122019055733,102.63762515427463,99.34409389234116,98.94470862599549,102.40900162382012,102.12504187960234,96.70814868012087,99.36668008380994,103.06699008063762,100.90722309898827
2024-07-05,98.40290616048796,95.64758362583109,99.66520436989953,93.40614070340165,99.55491210513175,94.27986470273349,100.4430689352971,101.87741004571443,100.16740699514936,99.5735520979211,101.03889100471936,102.03656071567015,96.67338435725067,99.26046047239917,102.17413048613875,100.71043737592711
2024-07-08,98.99721249759546,95.14825644748922,99.19024913858263,92.89704698037426,99.55428402349486,93.40737215789296,99.42980990351067,101.68982799302194,100.7883756078857,100.65558659469411,100.16422128993787,102.32301625572366,96.95340048921378,98.50106911708187,101.84870261418979,100.9849841215748
2024-07-09,98.68860314089537,95.15568794444175,98.98016232305027,92.91176966436008,98.89389484215326,93.1940091793705,98.83068125475506,101.00292727700048,100.75597747501106,100.37065925606747,100.14210187607604,101.67051947550183,97.52602556380845,98.94483305437764,101.82146916875512,100.03560265359481
2024-07-10,98.07422012724325,94.37620686617157,99.48035866246855,92.9186085489335,98.9004704234243,93.80844499706099,99.14356824205403,101.50606802474849,100.49852952036005,100.51112423435423,100.11005959115936,101.97039208557203,97.90586971697108,99.34188912896155,102.03580025213246,100.2715247763736
2024-07-11,98.68944792359234,95.36332137197283,100.40769608075517,92.36714380216327,99.84452149173867,93.40966283792243,99.26676495463094,101.91134711538616,99.73192554020534,100.21238761633882,99.9951992869894,101.72294021986845,98.25362478461068,99.80388936281543,102.96477713814815,99.37848762170131
2024-07-12,98.43942082929703,95.6716146295018,100.2530392735899,93.15132465145578,100.7180047020239,93.4198668127198,98.95727188518816,100.64272256715326,100.84058321609672,100.09485652289871,99.29554168967144,101.84045650074285,98.32034636177055,99.5365262068934,102.90379745092943,99.79579958887032
2024-07-15,98.95966532324513,96.13359035052301,100.75908858068092,93.37586192430938,102.27133229976334,94.3243609557577,98.59067553807965,100.34894632036372,101.19632703185897,100.7058721984618,99.00673708848336,101.93008652846825,97.93702174972512,99.254858484825,103.37907055464488,99.47661504189398
2024-07-16,99.32313486706502,95.92439610475476,101.06390815567654,93.5654386842788,101.61979605162247,94.5119081546865,98.97525179903714,101.05157930672152,100.88361231993379,100.11401370002666,99.13759834739548,101.13086075904967,98.28399738892529,98.5975055714647,103.32081389918693,99.6948800221586
2024-07-17,99.60676211181723,95.615667433906,101.52704920812351,93.78773179378722,100.93096041915743,94.83882290664313,98.97320764985467,101.0495585912452,101.50326290179876,99.74847319371118,99.37502628966331,100.5325132355819,99.00976467236553,98.58107866018467,103.20320916090597,100.26005779991618
2024-07-18,99.57676879008073,96.01749545151475,100.66680080969141,93.17113084134601,100.67747065516205,94.59759699718273,99.74796763650794,101.48009574433617,100.98242735549073,100.47459134854016,99.33908659125647,100.942425283831,99.1789804352435,98.0455872758381,102.60291128457624,100.6288687463615
2024-07-19,99.49035591303755,95.60348079296051,99.65754966991052,92.86055577083785,99.89616285614254,94.78110957279318,100.2411845494305,101.71058541793903,101.16092489260961,101.02271418235773,99.88866573405545,101.06761016650962,100.1291390052512,97.46399261314612,102.3097266295272,100.2270494947447
2024-07-22,99.44663089346287,95.71600983485449,101.15299542990925,93.13713659510819,100.82125469208789,95.12437747181121,100.7815717827788,101.96900465245182,101.06674298721461,100.85829210223616,100.0805047401396,101.47283156800864,99.50635041219978,97.31952246583978,102.64889259143033,100.2800264958481
2024-07-23,99.26224847754041,95.86244135578808,101.90954335038064,92.99976456576216,102.60684144441666,94.93240373123467,100.07266098641657,101.65722587026302,101.47604454975625,101.17954099700346,99.79178662969292,101.77207043507708,99.01358608840346,97.1327770566555,102.4931895681785,99.78470931348532
2024-07-24,99.5058339827479,95.659361802707,102.27908874242166,94.17404764945474,102.44406397784145,94.18336553493029,99.83038109300341,100.8957217185792,101.53928040979481,101.23622495469516,99.74572577218312,101.98122281249712,99.58068245633413,96.95133264765879,102.77296763610705,98.49691893964449
2024-07-25,99.86586511664167,95.4829010493568,103.04929091677349,93.9477530845246,102.81938240238266,94.37525851946951,99.79205305860054,100.47595848230044,100.82208679553291,102.00248457728749,99.06500373627388,101.18643463782269,99.86870147792271,97.24386921385724,102.62245421524554,97.68294298491315
2024-07-26,100.2358657687055,95.15809329454778,101.48379681399462,93.59995803185944,102.96643519211077,94.93682689694475,99.16708198474772,100.70004071908328,100.86958763545692,102.01176431659442,99.02067686561738,101.03945009763409,100.43860743602706,97.24874770574979,102.54899098165953,97.8037490072538
2024-07-29,99.64964631273027,95.36947686744178,101.19043993520005,93.50344246225366,102.66011414797069,95.1348626262626,99.3321644198955,100.69625077178404,101.3918464302348,102.54247899394076,99.56483847762884,101.05731228464253,100.36412288664795,97.07741063854702,103.65253742161799,97.76009694837438
2024-07-30,100.44550808423385,95.53547238610834,101.40144284976952,92.99522154498314,102.68205276764112,95.78419688532524,99.2257672503831,100.77230610161688,101.34245523821184,103.96301030713111,99.87249844363588,101.98672974075353,99.97847492559522,97.18004271927305,103.6092901904556,97.04167771597182
2024-07-31,100.81829511382313,96.25477903031845,103.12631226366011,93.31614851935059,103.1317854041297,95.44284072805004,99.41308079115655,100.51238735465869,101.8556645093605,104.1449566983967,100.69339007088634,102.5669859818219,100.14652868124871,96.83558522523474,103.77746651846533,96.75182670306991
2024-08-01,100.93290744158287,96.8105063878239,102.76203396698963,93.59527198192865,103.50336904620929,95.63254381546442,98.73188503594807,100.20869959754693,101.35674096042679,104.11528783474502,100.5729167304843,103.34119758766653,99.3696676006653,96.8909429345328,103.65357279897174,96.84437080754739
2024-08-02,100.71945734232244,96.9468912351864,103.19980782323002,93.60232587414157,103.47114724319167,95.66698383988177,99.5158982290876,100.6952376658584,101.38507875749963,104.44330012840362,101.29371365556538,103.72331255032768,98.88796728640699,97.00463832617731,103.8983173425716,96.62071967495461
2024-08-05,99.58342201118,97.21613268456127,102.77567274069048,93.64251606353824,102.48387943239845,95.22492302429494,99.07158158799724,100.51378027909614,101.06323410615414,104.2567602081943,101.19009301196145,103.29509664376918,99.37309662161114,96.2807575654945,104.46545550310506,96.95873141143765
2024-08-06,99.70029562624498,96.80915613184689,102.42881785031838,93.05696658083544,102.46380579926546,95.26557655867866,99.08929102562455,99.76407120885847,101.44735061619426,105.49106623772622,101.94336639900004,103.45665308875644,99.68817656396166,96.708725019643,104.53000962681432,96.53198091694132
2024-08-07,100.16172414633546,97.07301487476327,102.23221958366469,92.44614704900876,103.1849284392249,94.48636986821728,99.22789111809847,99.91764798775783,101.5363737780647,105.47727232998834,102.00561206578796,103.68920611948964,99.86820340339845,96.29792773038363,103.24107952983566,96.62453581277221
2024-08-08,100.14714993065654,96.95653714407601,102.32270768805489,92.72069518418702,103.49908182076982,93.96368266943398,98.76187228888995,99.66107632392163,101.94609103989671,105.24944309153652,102.42600938277566,103.28378887276656,99.0363722088234,96.36368689017783,103.18797388925314,96.32129646535759
2024-08-09,100.24184490906975,95.8786350502464,102.03062641012397,93.59632054221092,103.78314939579131,93.76616934268964,98.94768755641907,99.47754835807248,102.57130247619763,104.7098832682194,103.25397441484012,103.2015696451096,98.85424777855728,96.93784971282767,103.74568141002757,95.74302690005494
2024-08-12,100.66755075040643,95.99949750477101,102.72718568330896,93.77341335102973,104.68795802293951,94.0974432147799,98.52180929925126,100.47060581521039,102.91242713031288,105.32894390202803,103.13994002199651,103.09318529322509,98.38417515961284,97.44053310980773,103.88173155213454,95.75004294764572
2024-08-13,99.5896837228502,96.36845123211862,102.73341514617972,93.57011794610514,104.22631196082106,93.32864210413241,99.05807815412831,100.29553812270875,103.07916144061772,105.73505446937384,103.2787771200332,104.03746089547836,98.83067456280057,97.40269368621681,104.09384355437919,96.46353216703322
2024-08-14,99.63319452813344,97.220669527017,103.59269127551673,94.19670561805977,105.43379892224966,93.74982384916534,99.06535280874766,100.5312335167726,102.65155531080032,105.39807409437903,104.03322597821736,103.2187575182373,98.7961198096565,97.3450075525015,102.69233754341691,95.84886628999705
2024-08-15,100.19186989707612,97.87299959845845,103.95929361391087,93.76593414829523,105.61401994734973,94.2272113675847,98.96427972935666,100.13918646495141,102.63097673215151,105.75203608270255,103.94467153513354,103.828813054377,98.39218449594335,97.85853860821753,102.20097038186222,96.04882871057168
2024-08-16,99.77347630831107,98.74417400990959,103.7019507160136,94.78051174423189,106.78240497419809,93.77092689710005,98.72728585342611,99.97408620459554,102.41002184190168,104.8955664095372,103.3131344288659,103.42691389232807,98.50057782707651,98.23984288252107,102.27290057481473,95.52464192105802
2024-08-19,99.70886891636523,98.5349791710788,103.11149938311092,94.65765140583449,106.49562213579091,93.03825733472854,99.10206352979576,100.23768463595167,102.21394531617538,105.00700221507206,104.40561043676426,102.70064657272621,98.080339191961,97.88685652915615,102.57872628858324,94.96013550104973
2024-08-20,98.9054267426184,98.40444997943588,102.50167527610576,95.31039244173705,106.20948661015674,93.5958519134488,99.3167151333481,99.86487237476771,101.85923100459142,105.47491573973429,103.99376177940931,102.98482842004952,98.78369455217394,97.45706665421831,103.50042387272633,96.21940133620787
2024-08-21,99.32319427330508,98.34768011796264,104.24460732602992,95.15699609521026,105.96555094192246,93.01762189778312,98.62984138469359,99.68348024746257,101.44858151229687,106.24488752217924,104.16588065037331,103.45086429177326,98.4260610478146,96.47417058998316,103.40930828065586,97.16584252626448
2024-08-22,99.52096726445072,98.4309212904856,103.94488471850256,96.26050397412264,106.5482774096389,93.11003772332046,98.54645498382179,99.74494861398155,100.45763060004715,105.84100378578982,104.7666325526043,104.01268197267726,97.79521250546274,96.57505794473789,103.70422699726502,98.05206204276598
2024-08-23,98.49141107174754,98.4353872787659,104.14899233474692,96.39281917235917,105.57686245355373,93.14984335074416,98.1281670013906,99.88426316448144,100.05240721259507,105.25830286267701,104.37515242586903,104.31955893867593,96.66007755731776,96.48299510724937,103.8622245561176,98.1875571769219
2024-08-26,99.08687565997151,99.04335444874162,104.63018416131911,96.68468150495312,105.26504857874319,92.25511662760661,99.04795796596694,100.41159539570734,100.13601849618698,104.80308212269537,103.83683081586364,105.34442458539826,96.63573377314533,97.02736599685531,103.42515462588588,97.75726713536092
2024-08-27,99.13800293854642,99.43025687227616,105.298461009617,97.25631292757176,105.64848630574795,92.2661554406553,98.91672301359858,100.6912841594968,99.43471541865777,104.15144870582094,103.93878914555836,105.42866246672457,96.48897852393279,97.2567145429246,102.43077316913747,97.50064687282818
2024-08-28,98.84168071958935,99.35855721439049,106.56952656156453,97.2428700736568,105.34918403565814,91.92950215229068,99.17405228226339,101.32077525156001,99.5012621193691,104.77061092347158,103.0719608292254,105.46591467028526,95.84492214305828,97.93769446528576,102.51591140053434,96.42305234842316
2024-08-29,98.77278460192981,99.16610610208848,106.50761647091562,97.64281430457402,106.12938199914892,92.18976381940318,99.2524997996263,100.79842598319411,100.4497051211561,105.58352332176561,102.92219841254354,105.69602034520564,96.3617088941051,97.57044900952245,102.57806289224132,96.33957856012037
2024-08-30,99.57015842890718,99.75815982222174,107.18855576760014,97.95728516609728,107.35343283071334,91.58872506979664,98.52587942922862,100.6553036204487,101.03888069573281,105.64351677339442,103.12393348129534,106.4242999388897,96.72225959617981,98.16155826030717,102.22930696224913,97.03400920071282
2024-09-02,99.05171550544635,99.06294938458788,107.37966954844096,96.9733432913203,108.42410416394293,92.13954624217743,98.3567152474921,100.58275808465412,101.93877617992267,106.20426070278562,103.05172379666621,106.20287125000698,96.73225733587356,97.9222683645288,101.18897971320024,96.56405742481053
2024-09-03,99.25944691634511,98.18057441461411,108.57136921775248,96.61539032518264,108.2078431468335,90.92487769923105,98.46675508405947,99.82593634590134,102.23654446795496,106.13985864686299,102.35784246334563,106.03039106803847,97.44783910396185,98.34620138321736,101.33922100804125,96.37886030738099
2024-09-04,99.89990850317702,98.37300268723351,109.76794882513812,96.99184939793702,109.10899531362281,91.78049409037895,98.58875181874258,100.48578975161331,102.79751759907658,106.15557850290027,103.13927783973173,105.66429970765851,97.92976313341099,97.69802699088933,101.3155762903857,97.2054551925644
2024-09-05,100.0583134072532,97.51887328814408,108.8944311733271,96.94799850286185,107.94521834901406,92.01212562563558,99.45387907683877,101.88622841273609,102.33072292822678,106.11131779384576,103.09661375035051,104.40350370314688,97.47684849458015,97.77197740408037,101.74482556931812,97.30148766516945
2024-09-06,100.19194364778978,97.29563956717506,108.11022927085699,96.9751901439763,107.62197387550476,92.62021186517948,100.13578451469358,102.0157652134287,101.94976109125096,106.02114011577919,103.78424863495775,104.34236398662998,96.98853836690652,96.8055903109948,102.81370108886883,98.5083981299822
2024-09-09,100.02317940023906,97.28930244900495,108.10047003535881,97.58116139656681,107.22045578337038,91.95784842340919,99.97325370564583,101.69521480200451,100.698822651871,104.97681636397547,103.78938340151365,103.53497415466593,97.25152679495913,96.64874269695173,101.76959638139155,99.59550359194644
2024-09-10,99.65963526927233,97.17498211796806,108.03302085774718,96.67574425809366,108.07208736890593,92.1258483229873,99.45768777592507,101.51628425912187,101.39600457482953,104.98106545415462,103.43387075534824,103.78639705650654,97.46898341315477,96.88907674601539,101.18871303055508,99.09433275409518
2024-09-11,99.3641595243576,97.4952134457108,107.38120810142186,96.38233792890473,107.14253854662283,91.87333205585216,98.84955882716743,101.07686029599788,102.16922219344104,104.95935208145728,103.56231980766056,104.28102832114628,97.40798269873613,96.57110314314099,101.12748767679174,98.9312717471921
2024-09-12,99.28301569139163,98.23387660825206,109.16061238193848,95.97973938844524,108.7703956208548,90.9569343112297,98.2178994417856,99.90948841855501,102.02660716404752,105.1693544040607,103.59236808218238,104.23566417300879,97.15810167359837,96.16243536114378,101.60802813424216,98.739408510374
2024-09-13,97.89248407983919,98.46700667238618,109.12407764791546,96.39364271018842,109.24845903214539,91.359409731392,98.11005477969714,99.38668517756261,101.9591980099146,105.12870398546659,103.04684504727307,105.2272845735419,97.45348734110497,96.58177234631715,100.69663780753079,98.40461598629142
2024-09-16,98.17338780751832,98.86766208105006,109.27930485240024,96.41871562927145,110.68359510981918,91.16295994142529,98.25597108994805,98.59376076040446,101.61292352046746,104.9888816148271,103.84505540136064,104.51416740450212,97.09419826112013,96.54311515801324,101.64180117463879,97.76645272572556
2024-09-17,98.55297835661914,98.23592094284037,109.2538398945118,96.5481117804332,109.73785361777661,91.26848272680347,97.2055523281702,99.4571747567187,101.80878941450302,104.53421392057282,103.52374749474822,105.18181234152142,97.04218891105427,96.30446857751687,101.64918595346906,98.28493561077879
2024-09-18,97.91704154707283,99.4389844396778,111.11404357422802,96.6851239768558,111.7110108329904,91.41611010790814,96.89036921985728,99.18486394666405,102.54172341267103,104.3778059089857,102.73453890950053,105.80462370730181,97.97610491419555,96.45248144036313,101.21821941604519,98.10310240669111
2024-09-19,96.98184899235869,98.87201934817791,109.05656266924608,96.81682022711404,111.35644548603926,90.92876035751436,96.9469510695805,98.98716555825297,101.62513166537768,104.78759072370597,103.39164429913745,104.95893005324068,97.48744250461547,97.65148336828149,101.13853156452089,98.26716798217154
2024-09-20,97.35593562157857,99.30311267550277,108.88628580345609,97.40267814012775,110.99456253322835,91.06111418541299,96.69364861509801,99.31992900897474,101.86695746184336,104.13971580406722,103.16526597735063,106.42431079652806,96.72577224341529,98.2250060945057,100.91452218803877,97.63473929407742
2024-09-23,98.29771868293325,98.71831699265601,109.00901348818283,97.6107682494885,111.44775344603244,90.63191639195566,97.19065678575637,98.66261513876707,101.76518963828724,104.12994742683348,102.89169597314442,106.50527713141027,96.19733046351176,98.79426889036172,101.34713296051765,96.86161377807994
2024-09-24,98.45704422022567,98.1595208478089,110.11548130784654,97.70424929969607,112.01870725492107,90.36655702109744,97.23474802186985,98.16592802661586,101.8901913197418,104.16445959359723,102.0548700504884,106.16574409292676,96.73803834460278,99.04960004196,100.65841400277344,96.6192232983807
2024-09-25,98.18566103834894,98.65915751343628,110.04610081891082,98.08172016753055,112.08330530455022,90.54764400914347,98.01387023309763,98.33913442680961,102.10671059621895,103.83011801816542,102.9293796677478,105.40695656684285,96.94130330178209,99.16292638987473,100.7580749363186,96.22859893811398
2024-09-26,97.94312069381328,98.68240665075393,108.83586302723319,97.56321270778048,111.31143490299993,89.73027314304245,97.79032423455486,98.74942571690816,102.03716418800934,103.48400824004199,102.29444608492312,105.39436285816855,96.82119184899109,97.9596964125928,100.49839656320374,95.95785208882988
2024-09-27,98.77564891843518,98.42806523134445,109.50187619436853,98.1523328846316,111.2689932112277,89.35797647842016,98.23529733293445,98.993821161401,102.00395047177591,103.58292966189136,102.34403230097939,105.33816443211563,96.63917853715846,97.66036032663511,100.0704097546247,96.34660306216918
